T , <E> , Cv , X , <|M|>
2 , -1.7455287 , 0.7207667 , 0.38368412 , 0.91127967
2.005 , -1.7419316 , 0.7328116 , 0.40147901 , 0.90966248
2.01 , -1.7381798 , 0.74043826 , 0.41181146 , 0.90793888
2.015 , -1.7344505 , 0.75133932 , 0.42766101 , 0.90621764
2.02 , -1.7307176 , 0.76360403 , 0.45344679 , 0.9044048
2.025 , -1.726902 , 0.77624793 , 0.47144039 , 0.90263034
2.03 , -1.7229281 , 0.78643987 , 0.49054993 , 0.90069961
2.035 , -1.7189872 , 0.79428173 , 0.50387906 , 0.89880709
2.04 , -1.7150234 , 0.80817118 , 0.52238787 , 0.89695636
2.045 , -1.7108771 , 0.82210751 , 0.55510972 , 0.89482292
2.05 , -1.7067555 , 0.83684439 , 0.59067344 , 0.8927415
2.055 , -1.7025829 , 0.83940651 , 0.59807409 , 0.89066356
2.06 , -1.6984748 , 0.84930924 , 0.63006228 , 0.88855618
2.065 , -1.693992 , 0.86587318 , 0.66765872 , 0.88619163
2.07 , -1.6898065 , 0.87961159 , 0.69614369 , 0.88405076
2.075 , -1.6851868 , 0.88944123 , 0.73395104 , 0.88153365
2.08 , -1.6807629 , 0.90289805 , 0.76623415 , 0.87916619
2.085 , -1.6761983 , 0.92038576 , 0.81448983 , 0.87668635
2.09 , -1.671512 , 0.93670242 , 0.85618276 , 0.87406611
2.095 , -1.6669537 , 0.94777054 , 0.89655701 , 0.87153932
2.1 , -1.6622309 , 0.9620154 , 0.9500926 , 0.86890994
2.105 , -1.6571943 , 0.97832693 , 1.0081094 , 0.86588523
2.11 , -1.6523991 , 0.99034476 , 1.0723042 , 0.86307985
2.115 , -1.6472619 , 1.0158109 , 1.1735512 , 0.85997569
2.12 , -1.6420993 , 1.0303125 , 1.2202276 , 0.85687995
2.125 , -1.6369906 , 1.0514721 , 1.3212766 , 0.85367614
2.13 , -1.6317615 , 1.0555707 , 1.3579855 , 0.85046209
2.135 , -1.6262564 , 1.0784012 , 1.443011 , 0.84680357
2.14 , -1.6208733 , 1.0996972 , 1.5942483 , 0.84316074
2.145 , -1.6156454 , 1.1186502 , 1.6338102 , 0.84010494
2.15 , -1.6095573 , 1.1467334 , 1.8062427 , 0.83555624
2.155 , -1.603986 , 1.1672992 , 2.0263611 , 0.83151332
2.16 , -1.5979268 , 1.1916946 , 2.1504842 , 0.8272785
2.165 , -1.5920284 , 1.2021241 , 2.3334777 , 0.82283319
2.17 , -1.5859811 , 1.2333178 , 2.4942122 , 0.81833915
2.175 , -1.580123 , 1.2529245 , 2.7332894 , 0.81415918
2.18 , -1.5736186 , 1.2770706 , 2.9155213 , 0.80884667
2.185 , -1.5669881 , 1.3168513 , 3.410815 , 0.80312038
2.19 , -1.5601853 , 1.3542157 , 3.8469872 , 0.79700227
2.195 , -1.5527973 , 1.3865726 , 4.2717357 , 0.78997012
2.2 , -1.546325 , 1.4079352 , 5.3793608 , 0.78412567
2.205 , -1.5393849 , 1.4371449 , 5.0133917 , 0.77836448
2.21 , -1.5314762 , 1.4943875 , 6.0355514 , 0.76969603
2.215 , -1.5246381 , 1.5151283 , 6.7217231 , 0.76318127
2.22 , -1.5167166 , 1.5992831 , 9.2815261 , 0.75362821
2.225 , -1.5090338 , 1.6162749 , 8.7640268 , 0.74633217
2.23 , -1.5000473 , 1.7108343 , 12.787033 , 0.73288374
2.235 , -1.4910578 , 1.7959712 , 21.321512 , 0.71838671
2.24 , -1.4822684 , 1.8464481 , 22.204743 , 0.70612686
2.245 , -1.4726995 , 1.9733233 , 34.598891 , 0.68912248
2.25 , -1.4636722 , 1.9878921 , 31.072248 , 0.67583873
2.255 , -1.4505596 , 2.2432499 , 71.844876 , 0.63694041
2.26 , -1.4418695 , 2.2313444 , 62.572904 , 0.62611616
2.265 , -1.4307146 , 2.3268206 , 80.068359 , 0.59956733
2.27 , -1.4168624 , 2.4807135 , 110.33646 , 0.55341658
2.275 , -1.4051412 , 2.5038506 , 134.86937 , 0.51566902
2.28 , -1.3941061 , 2.4646626 , 140.56814 , 0.48477748
2.285 , -1.3806485 , 2.4461071 , 164.80895 , 0.42689963
2.29 , -1.3715005 , 2.350041 , 141.94263 , 0.42142422
2.295 , -1.356233 , 2.197597 , 153.60956 , 0.34262332
2.3 , -1.3475598 , 2.0928693 , 145.82828 , 0.32163632
