T , <E> , Cv , X , <|M|>
2 , 2.7299075e-05 , -7.452395e-08 , 3.362825 , 0.6574905
2.005 , 2.7028119e-05 , -7.2688026e-08 , 6.5576361 , 0.546584
2.01 , 2.676118e-05 , -7.0905249e-08 , 1.9083161 , 0.712581
2.015 , 2.6498182e-05 , -6.9173868e-08 , 5.1730896 , 0.629494
2.02 , 2.6239053e-05 , -6.7492195e-08 , 1.965112 , 0.7044415
2.025 , 2.5983718e-05 , -6.5858604e-08 , 6.918934 , 0.5933495
2.03 , 2.5732107e-05 , -6.4271527e-08 , 9.4529977 , 0.505248
2.035 , 2.5484152e-05 , -6.2729456e-08 , 3.0255144 , 0.6539475
2.04 , 2.5239783e-05 , -6.1230936e-08 , 6.2493749 , 0.608805
2.045 , 2.4998936e-05 , -5.9774563e-08 , 6.0288771 , 0.485588
2.05 , 2.4761545e-05 , -5.8358987e-08 , 5.6773652 , 0.6324405
2.055 , 2.4527547e-05 , -5.6982904e-08 , 8.218772 , 0.561053
2.06 , 2.429688e-05 , -5.5645056e-08 , 3.6009477 , 0.6814025
2.065 , 2.4069484e-05 , -5.4344232e-08 , 8.8338209 , 0.552328
2.07 , 2.38453e-05 , -5.3079261e-08 , 8.61245 , 0.562372
2.075 , 2.3624268e-05 , -5.1849017e-08 , 7.566327 , 0.461367
2.08 , 2.3406334e-05 , -5.065241e-08 , 7.8066006 , 0.484339
2.085 , 2.3191441e-05 , -4.9488391e-08 , 4.7128351 , 0.657079
2.09 , 2.2979535e-05 , -4.8355945e-08 , 5.8418996 , 0.547893
2.095 , 2.2770562e-05 , -4.7254094e-08 , 9.6917495 , 0.4222725
2.1 , 2.2564472e-05 , -4.6181895e-08 , 5.1181316 , 0.564249
2.105 , 2.2361213e-05 , -4.5138435e-08 , 1.1072071 , 0.73575
2.11 , 2.2160735e-05 , -4.4122833e-08 , 7.7587252 , 0.534311
2.115 , 2.1962989e-05 , -4.313424e-08 , 6.7487967 , 0.4399895
2.12 , 2.1767929e-05 , -4.2171833e-08 , 5.5316868 , 0.548753
2.125 , 2.1575506e-05 , -4.1234821e-08 , 7.5331934 , 0.448079
2.13 , 2.1385676e-05 , -4.0322436e-08 , 6.9492285 , 0.458195
2.135 , 2.1198394e-05 , -3.9433938e-08 , 7.1012806 , 0.5333395
2.14 , 2.1013615e-05 , -3.8568611e-08 , 6.7716049 , 0.5139795
2.145 , 2.0831298e-05 , -3.7725764e-08 , 5.7057562 , 0.6698785
2.15 , 2.0651399e-05 , -3.6904729e-08 , 6.2831336 , 0.394324
2.155 , 2.0473877e-05 , -3.6104858e-08 , 7.5980456 , 0.4741895
2.16 , 2.0298693e-05 , -3.5325528e-08 , 6.9853071 , 0.5200635
2.165 , 2.0125807e-05 , -3.4566134e-08 , 6.608429 , 0.4746755
2.17 , 1.995518e-05 , -3.3826092e-08 , 8.8855456 , 0.4435125
2.175 , 1.9786774e-05 , -3.3104837e-08 , 6.7438747 , 0.4391945
2.18 , 1.9620552e-05 , -3.2401823e-08 , 7.4772851 , 0.375769
2.185 , 1.9456478e-05 , -3.1716521e-08 , 6.8078193 , 0.466757
2.19 , 1.9294515e-05 , -3.1048419e-08 , 7.412023 , 0.478712
2.195 , 1.9134629e-05 , -3.0397023e-08 , 6.6687797 , 0.4862365
2.2 , 1.8976786e-05 , -2.9761853e-08 , 7.1628781 , 0.5227925
2.205 , 1.8820952e-05 , -2.9142445e-08 , 7.6028636 , 0.394065
2.21 , 1.8667095e-05 , -2.8538352e-08 , 5.0555391 , 0.413621
2.215 , 1.8515181e-05 , -2.7949139e-08 , 6.6412017 , 0.439744
2.22 , 1.8365179e-05 , -2.7374385e-08 , 4.9611273 , 0.310473
2.225 , 1.8217059e-05 , -2.6813683e-08 , 6.3449697 , 0.425649
2.23 , 1.8070789e-05 , -2.6266638e-08 , 7.3490086 , 0.3828035
2.235 , 1.792634e-05 , -2.5732869e-08 , 7.376576 , 0.461472
2.24 , 1.7783684e-05 , -2.5212006e-08 , 5.6921771 , 0.272962
2.245 , 1.764279e-05 , -2.470369e-08 , 6.7518164 , 0.499515
2.25 , 1.7503632e-05 , -2.4207575e-08 , 5.7432893 , 0.3292685
2.255 , 1.736618e-05 , -2.3723323e-08 , 5.6971472 , 0.331438
2.26 , 1.723041e-05 , -2.3250608e-08 , 6.5327907 , 0.367587
2.265 , 1.7096293e-05 , -2.2789116e-08 , 6.5267623 , 0.4571485
2.27 , 1.6963804e-05 , -2.2338539e-08 , 6.4290559 , 0.354214
2.275 , 1.6832917e-05 , -2.1898581e-08 , 6.3318585 , 0.42607
2.28 , 1.6703608e-05 , -2.1468954e-08 , 4.7292508 , 0.271669
2.285 , 1.6575852e-05 , -2.1049379e-08 , 4.8459168 , 0.2753845
2.29 , 1.6449624e-05 , -2.0639585e-08 , 6.9185912 , 0.3936315
2.295 , 1.6324901e-05 , -2.0239311e-08 , 4.7607577 , 0.261644
2.3 , 1.620166e-05 , -1.9848301e-08 , 6.9120536 , 0.41563
