T , <E> , Cv , X , <|M|>
2 , -1.7455186 , 0.74897773 , 0.74558162 , 0.91114821
2.005 , -1.7418934 , 0.75444717 , 0.86644541 , 0.90937009
2.01 , -1.738225 , 0.76278053 , 0.64281545 , 0.90782222
2.015 , -1.7338596 , 0.87419803 , 11.736885 , 0.90134451
2.02 , -1.7304349 , 0.82109102 , 3.5822388 , 0.90296223
2.025 , -1.7266859 , 0.8085027 , 1.785555 , 0.90193016
2.03 , -1.7228306 , 0.81615815 , 2.337287 , 0.8998612
2.035 , -1.7189718 , 0.81927214 , 0.74898672 , 0.89870071
2.04 , -1.7137477 , 1.0071433 , 28.4445 , 0.88562267
2.045 , -1.7108784 , 0.84498072 , 1.2467575 , 0.89447821
2.05 , -1.7068262 , 0.85718161 , 1.1715615 , 0.89243632
2.055 , -1.7024648 , 0.88535231 , 2.4287277 , 0.88980493
2.06 , -1.6982156 , 0.87730856 , 1.2106614 , 0.8880958
2.065 , -1.6938567 , 0.89496111 , 1.3763356 , 0.88573875
2.07 , -1.6892829 , 0.93029686 , 4.2632373 , 0.88202475
2.075 , -1.6848387 , 0.95783578 , 3.9180508 , 0.87996216
2.08 , -1.6807477 , 0.92544381 , 0.88867871 , 0.87912578
2.085 , -1.6755578 , 1.0079882 , 8.1660838 , 0.87291558
2.09 , -1.6715166 , 0.95504334 , 1.2394204 , 0.87384817
2.095 , -1.6667386 , 0.97510814 , 1.7632831 , 0.87082161
2.1 , -1.6618621 , 0.98388076 , 1.3157139 , 0.86824644
2.105 , -1.6570655 , 1.0057735 , 1.4461529 , 0.86549689
2.11 , -1.6521954 , 1.01405 , 1.2839071 , 0.86277892
2.115 , -1.6471927 , 1.0403549 , 2.0953659 , 0.85933516
2.12 , -1.6420241 , 1.0901298 , 4.3311859 , 0.85544834
2.125 , -1.6365517 , 1.1126206 , 10.018316 , 0.84993757
2.13 , -1.6314915 , 1.0912957 , 2.13426 , 0.84980147
2.135 , -1.626326 , 1.1012747 , 1.9594114 , 0.84652053
2.14 , -1.6207393 , 1.1230942 , 1.9853214 , 0.84281411
2.145 , -1.6149937 , 1.1632285 , 5.3420329 , 0.83776165
2.15 , -1.6096281 , 1.1682898 , 2.7220657 , 0.83513701
2.155 , -1.6036641 , 1.2126023 , 6.3220802 , 0.82963323
2.16 , -1.5977999 , 1.2286644 , 2.9712536 , 0.82655885
2.165 , -1.5919469 , 1.2583203 , 5.6611502 , 0.82135387
2.17 , -1.5858001 , 1.2771172 , 6.311597 , 0.81663682
2.175 , -1.5797597 , 1.2807759 , 3.3218903 , 0.81336704
2.18 , -1.5734637 , 1.2979611 , 3.1638358 , 0.80828576
2.185 , -1.5665318 , 1.3482523 , 5.4297005 , 0.80168263
2.19 , -1.5600179 , 1.3489799 , 3.9962218 , 0.79707367
2.195 , -1.5530233 , 1.4019353 , 4.9798796 , 0.79025199
2.2 , -1.5466416 , 1.4138985 , 5.5733819 , 0.78489167
2.205 , -1.5389158 , 1.4715988 , 6.2149285 , 0.77680642
2.21 , -1.5317641 , 1.4939052 , 6.381664 , 0.77016015
2.215 , -1.5235854 , 1.6190815 , 15.280697 , 0.75719003
2.22 , -1.5165154 , 1.5965853 , 9.8922194 , 0.75294707
2.225 , -1.507698 , 1.6586069 , 10.351203 , 0.74192018
2.23 , -1.4993063 , 1.7419948 , 15.292402 , 0.73006377
2.235 , -1.4921033 , 1.7579572 , 15.820437 , 0.72290435
2.24 , -1.483287 , 1.8203191 , 22.322364 , 0.7088219
2.245 , -1.4727696 , 1.9288354 , 27.071292 , 0.69018071
2.25 , -1.4620263 , 2.0623184 , 35.833802 , 0.66862366
2.255 , -1.4526994 , 2.1355946 , 44.467262 , 0.65164928
2.26 , -1.4430345 , 2.1724909 , 47.860101 , 0.63525691
2.265 , -1.4322945 , 2.2571269 , 52.977801 , 0.61226002
2.27 , -1.4214693 , 2.2918287 , 66.917662 , 0.5862496
2.275 , -1.4075781 , 2.4077245 , 87.530895 , 0.54226672
2.28 , -1.3961276 , 2.3139976 , 87.023956 , 0.51543547
2.285 , -1.3850653 , 2.3481396 , 99.489644 , 0.4813849
2.29 , -1.3728495 , 2.2849571 , 99.571698 , 0.44741265
2.295 , -1.3628753 , 2.2092603 , 100.22862 , 0.42371428
2.3 , -1.3515845 , 2.1098708 , 102.52474 , 0.38331177
