T , <E> , Cv , X , <|M|>
2 , -1.7440452 , 0.89723689 , 14.487331 , 0.90134213
2.005 , -1.7417663 , 0.75396105 , 0.78300415 , 0.90923195
2.01 , -1.7381288 , 0.75990233 , 0.68851526 , 0.9076773
2.015 , -1.7342753 , 0.80059006 , 3.4432796 , 0.90414243
2.02 , -1.7307154 , 0.77089257 , 0.53520371 , 0.9044243
2.025 , -1.7266281 , 0.79197181 , 0.6468263 , 0.90231119
2.03 , -1.7228332 , 0.80322215 , 1.1929454 , 0.90018014
2.035 , -1.7181393 , 0.89025348 , 6.6370028 , 0.89416564
2.04 , -1.7147166 , 0.82887904 , 1.2161756 , 0.89610224
2.045 , -1.7110395 , 0.8249705 , 0.76392366 , 0.8948019
2.05 , -1.7065824 , 0.83985305 , 0.61729337 , 0.89261469
2.055 , -1.7024029 , 0.85447658 , 0.84272175 , 0.89014877
2.06 , -1.6982652 , 0.86926189 , 0.95493353 , 0.88827593
2.065 , -1.6938818 , 0.89117902 , 1.2702863 , 0.88575203
2.07 , -1.6890044 , 0.93684177 , 4.5813619 , 0.88086689
2.075 , -1.6852886 , 0.9078511 , 0.88448267 , 0.88144901
2.08 , -1.6809877 , 0.92653703 , 1.162021 , 0.87900491
2.085 , -1.6756365 , 0.9609637 , 3.4600666 , 0.87437025
2.09 , -1.6712604 , 0.96178695 , 2.6119967 , 0.87250424
2.095 , -1.6671225 , 0.95375166 , 1.0371031 , 0.87156292
2.1 , -1.6615286 , 1.0011792 , 3.5161125 , 0.86645113
2.105 , -1.6571183 , 0.99463222 , 1.621361 , 0.86537304
2.11 , -1.6518153 , 1.0149707 , 1.3702657 , 0.86221773
2.115 , -1.6469892 , 1.0253788 , 1.2968231 , 0.85951611
2.12 , -1.6421002 , 1.0489285 , 2.0569149 , 0.85622513
2.125 , -1.6367123 , 1.0641538 , 2.1612529 , 0.85265164
2.13 , -1.6313109 , 1.0947857 , 2.2387337 , 0.84905925
2.135 , -1.6260951 , 1.0953912 , 1.8950974 , 0.84633047
2.14 , -1.6207946 , 1.1187246 , 2.8542673 , 0.84216636
2.145 , -1.6154184 , 1.1282276 , 1.9807236 , 0.83931268
2.15 , -1.6095318 , 1.1622412 , 2.5880744 , 0.83488895
2.155 , -1.6042331 , 1.1684373 , 2.1759718 , 0.83204355
2.16 , -1.5975443 , 1.2156896 , 3.8018576 , 0.82580142
2.165 , -1.5919633 , 1.2097994 , 2.5245484 , 0.82302357
2.17 , -1.5858705 , 1.2517563 , 4.2124691 , 0.81707421
2.175 , -1.579254 , 1.2859207 , 3.7817055 , 0.81202949
2.18 , -1.5733653 , 1.3044294 , 3.8520756 , 0.8077625
2.185 , -1.5661815 , 1.3468491 , 4.1137565 , 0.80118325
2.19 , -1.5601858 , 1.3738677 , 5.3070877 , 0.79616548
2.195 , -1.5538505 , 1.384296 , 4.3749967 , 0.79171567
2.2 , -1.5464774 , 1.4283889 , 6.4043517 , 0.7840461
2.205 , -1.5390019 , 1.4595259 , 6.2541944 , 0.77688641
2.21 , -1.5311903 , 1.561804 , 10.95514 , 0.76590334
2.215 , -1.5242013 , 1.5522914 , 8.3755812 , 0.76141677
2.22 , -1.5169405 , 1.5824099 , 8.5134757 , 0.75415008
2.225 , -1.5078623 , 1.6816756 , 11.971968 , 0.74172309
2.23 , -1.5003446 , 1.720291 , 12.608765 , 0.73347912
2.235 , -1.4903406 , 1.8015197 , 17.393655 , 0.71695387
2.24 , -1.4828238 , 1.8342179 , 17.638768 , 0.70915768
2.245 , -1.4743423 , 1.8548468 , 18.946413 , 0.69705443
2.25 , -1.4641722 , 1.9437828 , 23.388433 , 0.6800878
2.255 , -1.454105 , 2.0280649 , 28.301832 , 0.66300022
2.26 , -1.4443103 , 2.0897452 , 34.835605 , 0.64341567
2.265 , -1.433122 , 2.103163 , 37.161506 , 0.62300399
2.27 , -1.4220383 , 2.2312209 , 46.121544 , 0.59662221
2.275 , -1.4113244 , 2.2294819 , 51.685826 , 0.57296202
2.28 , -1.402498 , 2.2309787 , 47.848003 , 0.56226614
2.285 , -1.3891202 , 2.2322725 , 56.431745 , 0.52383118
2.29 , -1.3780245 , 2.2240748 , 61.273861 , 0.49692597
2.295 , -1.3668198 , 2.2484094 , 65.724791 , 0.46697835
2.3 , -1.3532798 , 2.0808036 , 64.394237 , 0.42873693
